ssn,age,education,marital-status,relationship,sex,income
746-49-8770,58.0,Some-college,Married-civ-spouse,Husband,,
861-70-1473,42.0,,Married-civ-spouse,Husband,,
376-10-5650,27.0,,Never-married,Own-child,Female,<=50K
040-66-3390,25.0,9th,Married-spouse-absent,Own-child,Male,>50K
514-89-5576,63.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
395-82-3095,,,Married-civ-spouse,Husband,Male,<=50K
836-67-0760,30.0,,Married-civ-spouse,,,<=50K
503-10-1965,31.0,HS-grad,Never-married,Other-relative,Male,<=50K
308-72-2358,44.0,Assoc-voc,Never-married,Not-in-family,,
985-25-7984,60.0,,,Unmarried,Female,<=50K
392-87-4692,32.0,Some-college,Never-married,Own-child,,
706-44-9630,43.0,9th,Married-civ-spouse,Husband,Male,>50K
519-59-4594,18.0,10th,Never-married,Own-child,,
354-17-6903,38.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
845-60-8107,42.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
588-20-6387,21.0,12th,Separated,Not-in-family,Female,<=50K
339-68-0589,21.0,Bachelors,Never-married,Own-child,,<=50K
715-47-9114,40.0,Some-college,,Husband,,
038-91-2776,37.0,HS-grad,,Husband,Male,
042-29-1154,44.0,,,,Male,
152-54-9139,41.0,Some-college,Never-married,,Male,<=50K
572-69-6559,46.0,,Married-civ-spouse,,Male,<=50K
149-78-5012,35.0,,,Husband,Male,
431-94-1031,27.0,HS-grad,Never-married,Own-child,Female,
063-26-7813,45.0,Assoc-voc,Married-civ-spouse,,Female,>50K
053-34-7665,31.0,HS-grad,,Not-in-family,Male,
979-72-9728,25.0,Bachelors,Married-civ-spouse,Husband,,<=50K
545-11-6707,17.0,10th,Widowed,Not-in-family,Female,<=50K
654-08-4765,27.0,Some-college,,Husband,,<=50K
677-51-8426,54.0,Bachelors,Separated,Unmarried,,<=50K
244-07-2481,27.0,,Married-civ-spouse,,,
890-54-0539,49.0,Assoc-acdm,,Not-in-family,,
756-08-1080,65.0,HS-grad,,Husband,,
048-80-2211,36.0,Some-college,Married-civ-spouse,Husband,,
621-77-5183,29.0,HS-grad,Married-civ-spouse,Husband,,
392-93-6117,40.0,11th,Married-civ-spouse,Husband,,
538-75-9213,32.0,Bachelors,,Husband,Male,<=50K
441-00-1228,,HS-grad,Married-civ-spouse,,,
579-29-9753,,,Married-civ-spouse,Husband,,<=50K
820-97-6657,49.0,Assoc-voc,Married-civ-spouse,Wife,Female,
268-39-6805,51.0,,Married-civ-spouse,Husband,Male,>50K
091-89-1891,,Some-college,Married-civ-spouse,,Male,>50K
504-97-5429,22.0,HS-grad,Never-married,Own-child,Female,
950-92-1374,36.0,,,,Male,
896-03-8082,29.0,Some-college,Married-civ-spouse,,,<=50K
947-81-9409,28.0,Some-college,Divorced,Not-in-family,Male,<=50K
756-14-2505,64.0,Some-college,Married-civ-spouse,Husband,Male,
070-97-6658,29.0,HS-grad,Never-married,Not-in-family,,<=50K
114-52-7026,54.0,,Never-married,,,<=50K
971-77-5183,26.0,HS-grad,,,Male,<=50K
746-59-0908,36.0,,Married-civ-spouse,Husband,Male,
527-48-7714,22.0,Bachelors,Never-married,Not-in-family,,<=50K
225-36-8550,40.0,Some-college,Separated,Not-in-family,,<=50K
012-80-7125,42.0,,Married-civ-spouse,Husband,Male,>50K
923-95-5773,52.0,HS-grad,Separated,Unmarried,,<=50K
106-63-3906,40.0,,Divorced,Not-in-family,,>50K
145-57-7395,47.0,HS-grad,Married-civ-spouse,Husband,,>50K
759-98-1571,44.0,Some-college,Married-civ-spouse,Husband,Male,
318-12-0392,50.0,,,Not-in-family,Female,
899-99-9999,34.0,Some-college,Never-married,Own-child,Male,
707-86-2407,40.0,7th-8th,Never-married,,,<=50K
570-08-5994,,,Divorced,Unmarried,Female,<=50K
398-06-5110,24.0,,Never-married,Own-child,,
191-70-7616,31.0,,Never-married,Not-in-family,,<=50K
381-26-5355,43.0,Bachelors,Married-civ-spouse,Husband,,
512-86-8549,26.0,,Never-married,Own-child,Female,<=50K
883-81-4495,39.0,Bachelors,,,Male,<=50K
959-15-2333,38.0,HS-grad,Never-married,Not-in-family,,>50K
590-78-6240,27.0,HS-grad,Married-civ-spouse,Husband,,
222-97-2972,60.0,,Married-civ-spouse,,,<=50K
507-83-1694,63.0,10th,Married-civ-spouse,Husband,Male,>50K
596-22-2358,33.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
093-45-8230,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
517-62-8992,27.0,Bachelors,Never-married,Not-in-family,Female,<=50K
825-33-7837,43.0,,Divorced,Unmarried,Female,<=50K
732-70-8844,80.0,,Married-civ-spouse,Husband,,
522-38-9434,24.0,HS-grad,Divorced,Not-in-family,,<=50K
554-14-6191,31.0,Some-college,Never-married,Own-child,,<=50K
799-57-0023,42.0,HS-grad,Divorced,Unmarried,Female,>50K
504-33-0466,50.0,,Married-civ-spouse,Husband,Male,
513-51-3513,29.0,,,Husband,,<=50K
332-49-3857,60.0,Bachelors,Never-married,Not-in-family,,<=50K
107-86-2407,67.0,,Married-civ-spouse,,Male,<=50K
102-70-2702,21.0,Some-college,Never-married,Not-in-family,,
423-21-8672,53.0,Assoc-voc,,Husband,Male,
832-52-4569,57.0,Some-college,Never-married,,,
298-98-6486,38.0,HS-grad,,Husband,,
947-69-6559,61.0,,Married-civ-spouse,Husband,Male,>50K
633-01-5969,38.0,Prof-school,Never-married,Not-in-family,Female,<=50K
241-27-7641,40.0,HS-grad,Never-married,,Female,>50K
648-95-5773,25.0,Assoc-acdm,Never-married,Other-relative,Male,
372-57-3709,32.0,Assoc-acdm,,Husband,Male,<=50K
985-41-1546,18.0,Bachelors,Married-civ-spouse,,Female,<=50K
755-31-3267,18.0,HS-grad,,,Male,<=50K
197-94-2260,28.0,Assoc-voc,Never-married,Not-in-family,,>50K
592-99-7542,40.0,,Never-married,,,
013-57-4938,,Bachelors,Never-married,Own-child,,<=50K
976-99-6313,,,Divorced,Not-in-family,Female,>50K
309-52-0884,36.0,Some-college,,Husband,Male,<=50K
479-02-3341,48.0,,Divorced,Not-in-family,,<=50K
832-30-9581,53.0,Some-college,,Husband,Male,>50K
953-93-1202,57.0,,Married-civ-spouse,Husband,Male,>50K
591-03-1940,31.0,Assoc-voc,Widowed,Unmarried,,<=50K
102-82-5552,58.0,HS-grad,Never-married,Not-in-family,Male,<=50K
985-19-6559,31.0,Prof-school,Divorced,,,<=50K
127-08-8451,30.0,Bachelors,Married-civ-spouse,Husband,,>50K
740-17-1989,67.0,HS-grad,,Unmarried,Female,<=50K
752-94-8402,64.0,,,Husband,Male,
916-86-1178,39.0,Some-college,Divorced,Not-in-family,Female,
997-63-5134,48.0,Some-college,Married-civ-spouse,Husband,Male,
721-62-1620,36.0,,Divorced,,,>50K
677-14-9876,,HS-grad,,Not-in-family,,<=50K
011-30-2211,37.0,Bachelors,Married-civ-spouse,Husband,Male,
523-95-5773,,Some-college,,Own-child,,
512-56-1424,43.0,Some-college,Married-civ-spouse,Husband,Male,>50K
356-91-0319,24.0,,Never-married,,Female,
181-97-1744,39.0,HS-grad,Married-civ-spouse,Wife,Female,
476-13-6363,20.0,,,Own-child,Female,<=50K
337-86-8550,22.0,Assoc-acdm,Divorced,Not-in-family,,<=50K
192-32-1867,45.0,Masters,Married-civ-spouse,Husband,,
850-06-1424,35.0,,Divorced,Not-in-family,,<=50K
203-04-0540,39.0,Some-college,,,Female,>50K
468-45-8230,36.0,HS-grad,Married-civ-spouse,,Male,<=50K
047-26-6584,,HS-grad,Married-civ-spouse,Husband,,>50K
267-41-4004,20.0,HS-grad,Never-married,Own-child,Male,
967-99-7542,68.0,,Divorced,Not-in-family,Female,
461-11-7935,22.0,,,Not-in-family,Female,
966-89-1890,24.0,HS-grad,,Own-child,,
991-21-6215,82.0,Some-college,Divorced,Not-in-family,Male,
841-52-3340,51.0,Bachelors,Married-civ-spouse,Husband,Male,
573-58-7223,45.0,,Married-civ-spouse,Husband,Male,>50K
751-28-9925,33.0,,,Husband,Male,
632-30-9581,62.0,,Married-civ-spouse,Husband,,<=50K
719-56-3881,49.0,HS-grad,Never-married,,Male,<=50K
946-56-0195,53.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
643-15-1105,41.0,Some-college,,Husband,,<=50K
306-75-6756,26.0,,Married-civ-spouse,Husband,Male,>50K
940-90-9089,,,Divorced,,Male,
070-17-8132,54.0,,,Not-in-family,,
813-51-3512,32.0,,Married-civ-spouse,Husband,Male,
921-77-5183,27.0,HS-grad,Widowed,Not-in-family,Male,<=50K
892-75-1841,22.0,10th,Never-married,,,
084-49-0171,69.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
595-02-4569,27.0,Bachelors,Never-married,Not-in-family,,
663-14-4962,56.0,Bachelors,Married-civ-spouse,,,>50K
966-67-6903,30.0,Bachelors,Never-married,Not-in-family,Female,<=50K
132-77-0270,29.0,HS-grad,Never-married,Unmarried,Male,<=50K
813-11-4249,22.0,HS-grad,Never-married,Own-child,,<=50K
446-86-7321,64.0,Bachelors,,,Male,
232-95-4545,35.0,,Never-married,,,<=50K
728-99-2628,49.0,Some-college,Married-civ-spouse,,,>50K
379-36-1178,26.0,,Separated,,Male,
604-39-1891,25.0,Some-college,Never-married,Own-child,,
893-27-3954,44.0,Some-college,Married-civ-spouse,Husband,,
315-32-5552,22.0,,Never-married,Own-child,Male,<=50K
204-48-4029,41.0,Some-college,Married-civ-spouse,,Male,
610-78-0097,22.0,Some-college,Divorced,Not-in-family,,
989-64-9876,75.0,,Never-married,Not-in-family,Male,<=50K
803-99-2628,64.0,5th-6th,Widowed,Not-in-family,Female,>50K
574-57-0023,50.0,Bachelors,Never-married,,,
048-06-5110,64.0,,Never-married,Not-in-family,,<=50K
868-02-8254,40.0,11th,Never-married,,,<=50K
455-83-5380,36.0,Masters,Married-civ-spouse,Husband,,
740-63-2677,26.0,Some-college,,,Male,<=50K
121-77-5184,32.0,HS-grad,,Not-in-family,Female,<=50K
007-06-3882,33.0,HS-grad,Divorced,,,
084-73-5872,17.0,,,Own-child,Male,<=50K
534-27-5183,45.0,11th,,Husband,,<=50K
645-63-8819,19.0,,Never-married,Own-child,Male,<=50K
175-18-4275,25.0,HS-grad,Married-civ-spouse,Husband,Male,
008-50-7370,54.0,,,Wife,Female,
421-99-0171,55.0,Masters,Never-married,Not-in-family,,<=50K
305-95-8230,19.0,,Never-married,Own-child,Female,
439-58-8451,21.0,HS-grad,Married-civ-spouse,Husband,Male,
091-36-9778,,Some-college,,Husband,,>50K
703-34-7665,22.0,,,Not-in-family,Female,<=50K
943-39-6804,35.0,Some-college,,,Female,<=50K
257-89-3120,34.0,Some-college,Separated,,Female,<=50K
108-44-5945,59.0,HS-grad,Never-married,,,
760-74-9384,54.0,HS-grad,Married-civ-spouse,Husband,,<=50K
574-10-9336,33.0,Bachelors,Married-civ-spouse,Husband,,
532-58-5994,,,Never-married,Not-in-family,,
335-10-4422,,,,Husband,Male,
394-93-2432,36.0,Some-college,,Husband,Male,<=50K
292-01-4741,33.0,Some-college,Divorced,,Male,
989-74-2013,27.0,HS-grad,Never-married,Own-child,,<=50K
309-30-5896,19.0,,,Other-relative,Female,<=50K
520-79-2382,30.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
849-75-4298,71.0,,Married-civ-spouse,Husband,Male,>50K
377-51-8427,46.0,,Never-married,Own-child,Female,
038-11-4250,29.0,,Never-married,Unmarried,Male,
089-71-1302,49.0,HS-grad,Married-civ-spouse,,,
451-96-5601,18.0,,,Not-in-family,,
956-54-1768,,Some-college,Married-civ-spouse,Husband,Male,<=50K
520-17-8132,45.0,HS-grad,Married-civ-spouse,,Female,<=50K
959-18-3045,,10th,Divorced,Not-in-family,Male,<=50K
841-73-8328,53.0,Some-college,Never-married,Not-in-family,Female,
742-72-1129,36.0,Assoc-acdm,Divorced,Not-in-family,,
664-71-1301,49.0,,Married-civ-spouse,Husband,,<=50K
321-06-8795,37.0,Masters,Divorced,Not-in-family,,
293-30-4668,33.0,,Married-spouse-absent,Not-in-family,,
723-64-8647,,Some-college,Married-civ-spouse,,Male,
024-53-9312,40.0,HS-grad,Married-civ-spouse,Husband,Male,
107-12-5307,18.0,Assoc-voc,Never-married,Other-relative,Female,<=50K
027-21-1302,50.0,HS-grad,,Not-in-family,Male,
459-45-9459,62.0,HS-grad,Divorced,Not-in-family,,<=50K
499-84-6436,51.0,Some-college,Married-civ-spouse,Wife,,
295-39-3120,,Bachelors,,Own-child,,
251-71-9901,25.0,12th,,Husband,,
100-06-1424,58.0,Some-college,Married-civ-spouse,,Female,>50K
434-64-3734,33.0,Bachelors,Never-married,Not-in-family,Female,
435-35-0122,58.0,HS-grad,Married-civ-spouse,Husband,,<=50K
711-79-3611,38.0,Prof-school,,Not-in-family,,<=50K
800-06-1424,29.0,HS-grad,Married-civ-spouse,Wife,,
670-88-4520,28.0,,Never-married,,Male,<=50K
650-73-7100,38.0,Bachelors,Never-married,Unmarried,,
275-27-6412,26.0,Bachelors,Never-married,Not-in-family,Female,
239-83-4152,62.0,Masters,Separated,Not-in-family,Male,
981-54-1768,19.0,10th,Never-married,Own-child,,<=50K
468-18-1817,26.0,,,Wife,,<=50K
200-55-2825,30.0,,Never-married,Not-in-family,Male,<=50K
571-86-7321,,,,,Male,
728-77-7640,,,,Husband,,<=50K
425-21-4987,51.0,Some-college,Never-married,Not-in-family,,>50K
901-71-9900,24.0,Some-college,Widowed,Not-in-family,,
427-54-9139,36.0,HS-grad,Married-civ-spouse,Husband,,>50K
388-20-6387,45.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
077-94-8402,23.0,Some-college,,Not-in-family,Male,
389-46-5601,38.0,,,Wife,Female,
171-95-9459,23.0,,Never-married,Not-in-family,,
234-98-1572,39.0,Bachelors,,Husband,Male,
440-35-6264,21.0,HS-grad,Never-married,,Male,
456-72-6043,19.0,,Separated,,Female,
621-28-3783,40.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
702-18-0588,42.0,,Married-spouse-absent,,,>50K
111-02-5798,34.0,10th,Widowed,,Female,
410-50-3685,26.0,Some-college,Never-married,Not-in-family,,
192-16-8304,31.0,Masters,Divorced,Not-in-family,Male,
093-61-1793,,,Never-married,,Male,<=50K
283-35-3808,47.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
375-15-3562,45.0,,Married-civ-spouse,Husband,Male,
671-16-0932,28.0,,,,Male,
084-21-3759,25.0,Bachelors,Never-married,,,<=50K
665-66-3389,39.0,Some-college,Never-married,,,
880-86-6092,18.0,Some-college,Never-married,Own-child,Male,
394-65-6019,30.0,,Married-civ-spouse,Husband,Male,<=50K
449-04-7911,19.0,Bachelors,Never-married,Own-child,Female,<=50K
839-61-9163,22.0,HS-grad,,,Male,<=50K
079-82-1867,32.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
225-73-7100,33.0,Assoc-acdm,Divorced,Unmarried,,<=50K
023-00-3685,66.0,Doctorate,Married-civ-spouse,Husband,,>50K
766-95-3316,47.0,,Married-civ-spouse,Husband,Male,
071-65-2334,52.0,HS-grad,Married-civ-spouse,Husband,,<=50K
194-93-2432,40.0,7th-8th,,Husband,,>50K
505-58-9680,,Some-college,Never-married,,Female,
590-23-3414,18.0,,,,Female,<=50K
299-50-8599,44.0,Assoc-acdm,Divorced,Unmarried,Female,
564-31-2038,22.0,HS-grad,Widowed,Not-in-family,,
953-74-6927,33.0,Prof-school,,Husband,Male,<=50K
067-04-5454,,Some-college,,Husband,,<=50K
848-95-5773,55.0,Some-college,Never-married,,Male,
484-36-7321,63.0,Bachelors,Married-civ-spouse,Husband,,>50K
907-30-9581,59.0,10th,,Not-in-family,Male,
255-22-1129,25.0,HS-grad,Divorced,Unmarried,Male,
347-88-0835,42.0,Masters,Divorced,Not-in-family,Female,>50K
655-74-3242,,Masters,Married-civ-spouse,Husband,Male,<=50K
419-93-2432,33.0,Bachelors,Divorced,Not-in-family,Female,<=50K
229-79-1154,52.0,Assoc-acdm,Married-AF-spouse,Wife,Female,>50K
747-05-1596,30.0,12th,,Not-in-family,Male,<=50K
320-63-8820,37.0,,Divorced,,,
829-60-6878,22.0,Bachelors,Never-married,Own-child,,
116-73-8329,32.0,Some-college,Never-married,Own-child,Female,<=50K
793-18-1817,34.0,Bachelors,Widowed,Unmarried,,<=50K
210-13-5134,21.0,HS-grad,,,Male,<=50K
666-03-1940,21.0,HS-grad,Never-married,Own-child,Female,<=50K
083-53-8083,31.0,HS-grad,Never-married,Not-in-family,,<=50K
243-61-1793,63.0,Some-college,,Husband,,
148-83-2923,34.0,Some-college,Divorced,Unmarried,,<=50K
932-37-1006,55.0,,Married-civ-spouse,,,
436-45-5773,29.0,,Married-civ-spouse,Husband,Male,<=50K
073-15-7248,27.0,Prof-school,Never-married,Own-child,Male,
141-76-9041,33.0,HS-grad,,Husband,,
931-17-3217,59.0,,Married-civ-spouse,Husband,,
795-20-8844,59.0,,,,Male,<=50K
345-05-5282,26.0,Some-college,Married-civ-spouse,Husband,Male,
705-15-9704,50.0,,Married-civ-spouse,,,<=50K
332-09-4594,20.0,Some-college,Married-civ-spouse,,Female,
594-07-2480,34.0,Some-college,Married-civ-spouse,Husband,,
190-23-3415,29.0,Some-college,Married-civ-spouse,Wife,Female,
127-05-7739,,,Divorced,Own-child,Female,
957-73-9556,51.0,,Married-civ-spouse,Husband,Male,<=50K
007-03-3169,,Bachelors,Married-civ-spouse,,,>50K
712-53-0711,27.0,Some-college,Married-civ-spouse,Wife,Female,
199-10-9336,26.0,Some-college,Never-married,Not-in-family,Male,<=50K
746-74-4470,32.0,HS-grad,Married-civ-spouse,Husband,,
851-56-6338,21.0,HS-grad,Never-married,Not-in-family,,<=50K
028-93-1203,48.0,,Never-married,,,<=50K
440-32-5552,38.0,Some-college,Never-married,Own-child,,<=50K
407-61-6707,18.0,Some-college,,,Male,
854-08-4765,24.0,11th,Never-married,Not-in-family,Female,<=50K
409-24-4471,25.0,9th,,Not-in-family,Male,
228-04-0540,44.0,,Married-civ-spouse,Husband,Male,
883-63-0220,22.0,Masters,,,,<=50K
049-20-1474,,Assoc-voc,Never-married,Not-in-family,,
440-14-1277,32.0,,Married-civ-spouse,Husband,Male,
310-47-2972,49.0,HS-grad,Married-civ-spouse,Husband,Male,
012-22-3587,27.0,HS-grad,Married-civ-spouse,Husband,Male,
443-27-3955,24.0,11th,Separated,Unmarried,Female,<=50K
560-78-0097,21.0,Assoc-acdm,,Unmarried,,
785-65-7247,33.0,,,,Male,<=50K
591-58-4765,45.0,Some-college,Widowed,Unmarried,,
568-48-8942,30.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
668-12-0392,52.0,Bachelors,,Not-in-family,,
389-25-0613,19.0,HS-grad,,Own-child,,
969-77-8868,20.0,Bachelors,Never-married,Own-child,Female,<=50K
076-28-9926,,,Married-civ-spouse,Husband,Male,
400-21-4987,42.0,,Never-married,Unmarried,Female,
449-78-5011,31.0,Some-college,,Wife,Female,
552-18-0589,28.0,,,,Male,<=50K
255-74-3242,28.0,,Widowed,Unmarried,,<=50K
864-58-8451,18.0,,Separated,,Female,<=50K
875-76-7812,49.0,HS-grad,,Husband,Male,<=50K
807-52-4569,39.0,,Married-civ-spouse,,Female,
660-16-5847,33.0,,Married-civ-spouse,,Male,
890-17-1989,31.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
223-74-0786,24.0,Some-college,Never-married,Not-in-family,Female,
115-90-9090,24.0,,Never-married,Own-child,Male,
343-45-8230,26.0,Some-college,Never-married,Own-child,Female,<=50K
123-55-6510,29.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
606-38-8205,20.0,Prof-school,,,,
604-48-4028,41.0,Some-college,Never-married,Not-in-family,Female,
258-47-6658,30.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
153-86-9778,26.0,Some-college,,Wife,Female,<=50K
091-98-4029,63.0,Bachelors,Married-civ-spouse,Husband,,
592-47-5429,51.0,,Married-civ-spouse,Husband,Male,<=50K
895-51-5969,64.0,,Married-civ-spouse,Husband,Male,
111-05-6510,32.0,Prof-school,Never-married,Not-in-family,Female,
272-57-3709,41.0,7th-8th,Married-civ-spouse,Husband,,
201-38-2063,48.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
703-90-0490,19.0,HS-grad,Divorced,Unmarried,,
422-38-9434,21.0,,Never-married,,,<=50K
342-19-9016,22.0,Masters,,Own-child,Female,<=50K
711-45-5773,,,Married-civ-spouse,Wife,Female,>50K
398-15-7247,41.0,HS-grad,Married-civ-spouse,Husband,,>50K
377-36-4864,,HS-grad,Married-civ-spouse,,,>50K
030-62-0393,30.0,Some-college,Never-married,Not-in-family,,<=50K
055-22-1130,,HS-grad,,Wife,,
124-57-0024,,,Married-civ-spouse,Husband,Male,<=50K
058-84-5208,63.0,Bachelors,Never-married,Not-in-family,Female,
824-29-3610,17.0,HS-grad,Married-civ-spouse,,Male,
238-32-9238,,,Never-married,,,
911-36-3635,61.0,HS-grad,Never-married,Not-in-family,Male,<=50K
472-75-7984,23.0,Some-college,Divorced,Not-in-family,,<=50K
960-04-2996,42.0,Bachelors,Never-married,Not-in-family,,<=50K
793-21-2529,72.0,Some-college,Widowed,Unmarried,,
816-92-2603,33.0,Some-college,Never-married,Own-child,Male,<=50K
843-30-4667,38.0,Bachelors,Married-civ-spouse,Husband,,<=50K
078-16-3390,19.0,,Never-married,Own-child,,<=50K
380-68-1817,25.0,,Never-married,Own-child,,<=50K
497-88-0834,38.0,Some-college,Separated,Unmarried,Female,<=50K
306-54-1768,62.0,,,Not-in-family,,
819-19-5330,43.0,HS-grad,Married-civ-spouse,Husband,,>50K
212-80-7125,,Prof-school,Separated,Not-in-family,Male,
773-89-4348,23.0,,Divorced,Unmarried,,
098-37-2235,,11th,Never-married,,Male,
892-72-1129,39.0,Masters,Divorced,Not-in-family,Male,<=50K
024-14-0049,44.0,Bachelors,Divorced,Unmarried,,
942-07-6166,31.0,,Divorced,Not-in-family,Male,<=50K
021-31-4496,,HS-grad,Married-civ-spouse,Husband,,
728-50-1227,60.0,Assoc-acdm,Never-married,Not-in-family,Male,<=50K
387-68-4274,26.0,,,Husband,,
865-81-6952,45.0,,Married-civ-spouse,Husband,Male,<=50K
210-59-5822,22.0,HS-grad,Never-married,Own-child,Female,<=50K
634-88-9434,74.0,Masters,,Not-in-family,Male,<=50K
685-16-5846,,HS-grad,Never-married,Own-child,,<=50K
725-27-6412,39.0,Some-college,Married-civ-spouse,Husband,Male,
037-56-1425,35.0,Some-college,,,,
482-77-0269,72.0,HS-grad,Married-civ-spouse,,,<=50K
918-27-3954,22.0,Some-college,,Not-in-family,,
198-46-4373,39.0,HS-grad,Married-civ-spouse,Husband,,
907-92-3832,33.0,,Married-civ-spouse,Husband,,
567-59-8279,36.0,,Married-civ-spouse,,Male,
301-99-6314,29.0,Assoc-voc,Married-civ-spouse,Other-relative,,<=50K
869-41-0318,,Some-college,Married-civ-spouse,Husband,Male,
786-17-9360,21.0,Bachelors,,,,<=50K
566-27-7640,27.0,5th-6th,,Not-in-family,Male,<=50K
059-39-8034,26.0,Some-college,Never-married,Own-child,,<=50K
489-77-2726,39.0,HS-grad,Married-civ-spouse,,Female,>50K
423-98-6486,24.0,Bachelors,Married-civ-spouse,Husband,,<=50K
774-17-0760,17.0,HS-grad,,Own-child,,<=50K
896-65-2333,,Bachelors,Married-civ-spouse,Husband,Male,>50K
644-16-4618,38.0,Some-college,Married-civ-spouse,,,
209-88-9434,46.0,Bachelors,Married-civ-spouse,Wife,,<=50K
838-66-7075,35.0,HS-grad,,Husband,,
707-03-3168,33.0,,,Husband,Male,<=50K
039-18-9189,34.0,Some-college,Married-civ-spouse,Husband,Male,
248-00-3685,46.0,HS-grad,Married-civ-spouse,Husband,Male,
851-81-2038,53.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
130-49-7542,,11th,Married-civ-spouse,Husband,Male,<=50K
234-18-3046,31.0,,,Not-in-family,,<=50K
667-65-9704,31.0,HS-grad,,,Male,<=50K
404-36-1178,56.0,Bachelors,Married-civ-spouse,,Female,>50K
611-39-4348,31.0,Masters,,Husband,,<=50K
079-29-9754,,,Never-married,Not-in-family,,
391-55-4053,42.0,,,Husband,,>50K
483-41-5232,31.0,HS-grad,,Not-in-family,,<=50K
019-04-1769,18.0,Masters,Never-married,Own-child,Female,<=50K
526-38-2063,21.0,Assoc-voc,,Husband,Male,
229-36-1179,21.0,,Never-married,,,<=50K
848-86-3635,23.0,,,Unmarried,Female,<=50K
312-80-7124,50.0,,Never-married,Own-child,,<=50K
605-43-6117,38.0,HS-grad,Separated,Not-in-family,Female,<=50K
934-85-8721,35.0,Some-college,Never-married,,,
702-30-3439,45.0,Some-college,Married-civ-spouse,Wife,,<=50K
459-55-1596,46.0,Prof-school,Married-civ-spouse,,,>50K
726-50-4913,42.0,Some-college,Never-married,Not-in-family,Male,<=50K
209-95-0859,49.0,HS-grad,,Not-in-family,,<=50K
008-26-1670,50.0,Some-college,Never-married,,Male,<=50K
627-85-6264,40.0,,Married-civ-spouse,Wife,,
095-27-0270,40.0,HS-grad,,Not-in-family,Female,
669-50-2456,23.0,Bachelors,Never-married,,Male,<=50K
